{Aṣṭādhyāyī, 1, 1}
vṛddhir ādaic | [Aṣṭādhyāyī, 1, 1 1.1]
adeṅ guṇaḥ | [Aṣṭādhyāyī, 1, 1 2.1]
iko guṇavṛddhī | [Aṣṭādhyāyī, 1, 1 3.1]
na dhātulopa ārdhadhātuke | [Aṣṭādhyāyī, 1, 1 4.1]
kṅiti ca | [Aṣṭādhyāyī, 1, 1 5.1]
dīdhīvevīṭām | [Aṣṭādhyāyī, 1, 1 6.1]
halo 'nantarāḥ saṃyogaḥ | [Aṣṭādhyāyī, 1, 1 7.1]
mukhanāsikāvacano 'nunāsikaḥ | [Aṣṭādhyāyī, 1, 1 8.1]
tulyāsyaprayatnaṃ savarṇam | [Aṣṭādhyāyī, 1, 1 9.1]
nājjhalau | [Aṣṭādhyāyī, 1, 1 10.1]
īdūdeddvivacanaṃ pragṛhyam | [Aṣṭādhyāyī, 1, 1 11.1]
adaso māt | [Aṣṭādhyāyī, 1, 1 12.1]
śe | [Aṣṭādhyāyī, 1, 1 13.1]
nipāta ekāj anāṅ | [Aṣṭādhyāyī, 1, 1 14.1]
ot | [Aṣṭādhyāyī, 1, 1 15.1]
saṃbuddhau śākalyasyetāv anārṣe | [Aṣṭādhyāyī, 1, 1 16.1]
uñaḥ | [Aṣṭādhyāyī, 1, 1 17.1]
ūṃ | [Aṣṭādhyāyī, 1, 1 18.1]
īdūtau ca saptamyarthe | [Aṣṭādhyāyī, 1, 1 19.1]
dādhā ghvadāp | [Aṣṭādhyāyī, 1, 1 20.1]
ādyantavad ekasmin | [Aṣṭādhyāyī, 1, 1 21.1]
taraptamapau ghaḥ | [Aṣṭādhyāyī, 1, 1 22.1]
bahugaṇavatuḍati saṃkhyā | [Aṣṭādhyāyī, 1, 1 23.1]
ṣṇāntā ṣaṭ | [Aṣṭādhyāyī, 1, 1 24.1]
ḍati ca | [Aṣṭādhyāyī, 1, 1 25.1]
ktaktavatū niṣṭhā | [Aṣṭādhyāyī, 1, 1 26.1]
sarvādīni sarvanāmāni | [Aṣṭādhyāyī, 1, 1 27.1]
vibhāṣā diksamāse bahuvrīhau | [Aṣṭādhyāyī, 1, 1 28.1]
na bahuvrīhau | [Aṣṭādhyāyī, 1, 1 29.1]
tṛtīyāsamāse | [Aṣṭādhyāyī, 1, 1 30.1]
dvandve ca | [Aṣṭādhyāyī, 1, 1 31.1]
vibhāṣā jasi | [Aṣṭādhyāyī, 1, 1 32.1]
prathamacaramatayālpārdhakatipayanemāś ca | [Aṣṭādhyāyī, 1, 1 33.1]
pūrvaparāvaradakṣiṇottarāparādharāṇi vyavasthāyām asaṃjñāyām | [Aṣṭādhyāyī, 1, 1 34.1]
svam ajñātidhanākhyāyām | [Aṣṭādhyāyī, 1, 1 35.1]
antaraṃ bahiryogopasaṃvyānayoḥ | [Aṣṭādhyāyī, 1, 1 36.1]
svarādinipātam avyayam | [Aṣṭādhyāyī, 1, 1 37.1]
taddhitaś ca asarvavibhaktiḥ | [Aṣṭādhyāyī, 1, 1 38.1]
kṛnmejantaḥ | [Aṣṭādhyāyī, 1, 1 39.1]
ktvātosunkasunaḥ | [Aṣṭādhyāyī, 1, 1 40.1]
avyayībhāvaś ca | [Aṣṭādhyāyī, 1, 1 41.1]
śi sarvanāmasthānam | [Aṣṭādhyāyī, 1, 1 42.1]
suḍ anapuṃsakasya | [Aṣṭādhyāyī, 1, 1 43.1]
na veti vibhāṣā | [Aṣṭādhyāyī, 1, 1 44.1]
ig yaṇaḥ samprasāraṇam | [Aṣṭādhyāyī, 1, 1 45]
ādyantau ṭakitau | [Aṣṭādhyāyī, 1, 1 46]
midaco 'ntyātparaḥ | [Aṣṭādhyāyī, 1, 1 47]
eca igghrasvādeśe | [Aṣṭādhyāyī, 1, 1 48]
ṣaṣṭhī sthāneyogā | [Aṣṭādhyāyī, 1, 1 49]
sthāne 'ntaratamaḥ | [Aṣṭādhyāyī, 1, 1 50]
ur aṇ raparaḥ | [Aṣṭādhyāyī, 1, 1 51]
alo 'ntyasya | [Aṣṭādhyāyī, 1, 1 52]
ṅicca | [Aṣṭādhyāyī, 1, 1 53]
ādeḥ parasya | [Aṣṭādhyāyī, 1, 1 54]
anekālśit sarvasya | [Aṣṭādhyāyī, 1, 1 55]
sthānivad ādeśo 'nalvidhau | [Aṣṭādhyāyī, 1, 1 56]
acaḥ parasmin pūrvavidhau | [Aṣṭādhyāyī, 1, 1 57]
na padāntadvirvacanavareyalopasvarasavarṇānusvāradīrghajaścarvidhiṣu | [Aṣṭādhyāyī, 1, 1 58]
dvirvacane 'ci | [Aṣṭādhyāyī, 1, 1 59]
adarśanaṃ lopaḥ | [Aṣṭādhyāyī, 1, 1 60]
pratyayasya lukślulupaḥ | [Aṣṭādhyāyī, 1, 1 61]
pratyayalope pratyayalakṣaṇam | [Aṣṭādhyāyī, 1, 1 62]
na lumatāṅgasya | [Aṣṭādhyāyī, 1, 1 63]
aco 'ntyādi ṭi | [Aṣṭādhyāyī, 1, 1 64]
alo 'ntyātpūrva upadhā | [Aṣṭādhyāyī, 1, 1 65]
tasmin iti nirdiṣṭe pūrvasya | [Aṣṭādhyāyī, 1, 1 66]
tasmād ityuttarasya | [Aṣṭādhyāyī, 1, 1 67]
svaṃ rūpaṃ śabdasyāśabdasaṃjñā | [Aṣṭādhyāyī, 1, 1 68]
aṇudit savarṇasya cāpratyayaḥ | [Aṣṭādhyāyī, 1, 1 69]
taparas tatkālasya | [Aṣṭādhyāyī, 1, 1 70]
ādir antyena sahetā | [Aṣṭādhyāyī, 1, 1 71]
yena vidhis tadantasya | [Aṣṭādhyāyī, 1, 1 72]
vṛddhir yasyācām ādis tadvṛddham | [Aṣṭādhyāyī, 1, 1 73]
tyadādīni ca | [Aṣṭādhyāyī, 1, 1 74]
eṅ prācāṃ deśe | [Aṣṭādhyāyī, 1, 1 75]
{Aṣṭādhyāyī, 1, 2}
gāṅkuṭādibhyo 'ñṇin ṅit | [Aṣṭādhyāyī, 1, 2 1]
vija iṭ | [Aṣṭādhyāyī, 1, 2 2]
vibhāṣorṇoḥ | [Aṣṭādhyāyī, 1, 2 3]
sārvadhātukam apit | [Aṣṭādhyāyī, 1, 2 4]
asaṃyogāl liṭ kit | [Aṣṭādhyāyī, 1, 2 5]
indhibhavatibhyāṃ ca | [Aṣṭādhyāyī, 1, 2 6]
mṛḍamṛdagudhakuṣakliśavadavasaḥ ktvā | [Aṣṭādhyāyī, 1, 2 7]
rudavidamuṣagrahisvapipracchaḥ saṃś ca | [Aṣṭādhyāyī, 1, 2 8]
iko jhal | [Aṣṭādhyāyī, 1, 2 9]
halantāc ca | [Aṣṭādhyāyī, 1, 2 10]
liṅsicau ātmanepadeṣu | [Aṣṭādhyāyī, 1, 2 11]
uś ca | [Aṣṭādhyāyī, 1, 2 12]
vā gamaḥ | [Aṣṭādhyāyī, 1, 2 13]
hanaḥ sic | [Aṣṭādhyāyī, 1, 2 14]
yamo gandhane | [Aṣṭādhyāyī, 1, 2 15]
vibhāṣopayamane | [Aṣṭādhyāyī, 1, 2 16]
sthāghvor icca | [Aṣṭādhyāyī, 1, 2 17]
na ktvā seṭ | [Aṣṭādhyāyī, 1, 2 18]
niṣṭhā śīṅsvidimidikṣvididhṛṣaḥ | [Aṣṭādhyāyī, 1, 2 19]
mṛṣas titikṣāyām | [Aṣṭādhyāyī, 1, 2 20]
udupadhād bhāvādikarmaṇor anyatarasyām | [Aṣṭādhyāyī, 1, 2 21]
pūṅaḥ ktvā ca | [Aṣṭādhyāyī, 1, 2 22]
nopadhāt thaphāntād vā | [Aṣṭādhyāyī, 1, 2 23]
vañciluñcyṛtaś ca | [Aṣṭādhyāyī, 1, 2 24]
tṛṣimṛṣikṛśeḥ kāśyapasya | [Aṣṭādhyāyī, 1, 2 25]
ralo vyupadhāddhalādeḥ saṃś ca | [Aṣṭādhyāyī, 1, 2 26]
ūkālo 'jjhrasvadīrghaplutaḥ | [Aṣṭādhyāyī, 1, 2 27]
acaś ca | [Aṣṭādhyāyī, 1, 2 28]
uccair udāttaḥ | [Aṣṭādhyāyī, 1, 2 29]
nīcair anudāttaḥ | [Aṣṭādhyāyī, 1, 2 30]
samāhāraḥ svaritaḥ | [Aṣṭādhyāyī, 1, 2 31]
tasyādita udāttam ardhahrasvam | [Aṣṭādhyāyī, 1, 2 32]
ekaśruti dūrāt sambuddhau | [Aṣṭādhyāyī, 1, 2 33]
yajñakarmaṇy ajapanyūṅkhasāmasu | [Aṣṭādhyāyī, 1, 2 34]
uccaistarāṃ vā vaṣaṭkāraḥ | [Aṣṭādhyāyī, 1, 2 35]
vibhāṣā chandasi | [Aṣṭādhyāyī, 1, 2 36]
na subrahmaṇyāyāṃ svaritasya tu udāttaḥ | [Aṣṭādhyāyī, 1, 2 37]
devabrahmaṇor anudāttaḥ | [Aṣṭādhyāyī, 1, 2 38]
svaritāt saṃhitāyām anudāttānām | [Aṣṭādhyāyī, 1, 2 39]
udāttasvaritaparasya sannataraḥ | [Aṣṭādhyāyī, 1, 2 40]
apṛkta ekāl pratyayaḥ | [Aṣṭādhyāyī, 1, 2 41]
tatpuruṣaḥ samānādhikaraṇaḥ karmadhārayaḥ | [Aṣṭādhyāyī, 1, 2 42]
prathamānirdiṣṭaṃ samāsa upasarjanam | [Aṣṭādhyāyī, 1, 2 43]
ekavibhakti ca apūrvanipāte | [Aṣṭādhyāyī, 1, 2 44]
arthavad adhātur apratyayaḥ prātipadikam | [Aṣṭādhyāyī, 1, 2 45]
kṛttaddhitasamāsāś ca | [Aṣṭādhyāyī, 1, 2 46]
hrasvo napuṃsake prātipadikasya | [Aṣṭādhyāyī, 1, 2 47]
gostriyor upasarjanasya | [Aṣṭādhyāyī, 1, 2 48]
luk taddhitaluki | [Aṣṭādhyāyī, 1, 2 49]
id goṇyāḥ | [Aṣṭādhyāyī, 1, 2 50]
lupi yuktavad vyaktivacane | [Aṣṭādhyāyī, 1, 2 51]
viśeṣaṇānāṃ ca ajāteḥ | [Aṣṭādhyāyī, 1, 2 52]
tad aśiṣyaṃ sañjñāpramāṇatvāt | [Aṣṭādhyāyī, 1, 2 53]
lub yogāprakhyānāt | [Aṣṭādhyāyī, 1, 2 54]
yogapramāṇe ca tadabhāve 'darśanam syāt | [Aṣṭādhyāyī, 1, 2 55]
pradhānapratyayārthavacanam arthasya anyapramāṇatvāt | [Aṣṭādhyāyī, 1, 2 56]
kālopasarjane ca tulyam | [Aṣṭādhyāyī, 1, 2 57]
jātyākhyāyām ekasmin bahuvacanam anyatarasyām | [Aṣṭādhyāyī, 1, 2 58]
asmado dvayoś ca | [Aṣṭādhyāyī, 1, 2 59]
phalgunīproṣṭhapadānāṃ ca nakṣatre | [Aṣṭādhyāyī, 1, 2 60]
chandasi punarvasvorekavacanam | [Aṣṭādhyāyī, 1, 2 61]
viśākhayoś ca | [Aṣṭādhyāyī, 1, 2 62]
tiṣyapunarvasvor nakṣatradvandve bahuvacanasya dvivacanaṃ nityam | [Aṣṭādhyāyī, 1, 2 63]
sarūpāṇām ekaśeṣa ekavibhaktau | [Aṣṭādhyāyī, 1, 2 64]
vṛddho yūnā tallakṣaṇaś cedeva viśeṣaḥ | [Aṣṭādhyāyī, 1, 2 65]
strī puṃvacca | [Aṣṭādhyāyī, 1, 2 66]
pumān striyā | [Aṣṭādhyāyī, 1, 2 67]
bhrātṛputrau svasṛduhitṛbhyām | [Aṣṭādhyāyī, 1, 2 68]
napuṃsakam anapuṃsakenaikavac cāsyānyatarasyām | [Aṣṭādhyāyī, 1, 2 69]
pitā mātrā | [Aṣṭādhyāyī, 1, 2 70]
śvaśuraḥ śvaśrvā | [Aṣṭādhyāyī, 1, 2 71]
tyadādīni sarvair nityam | [Aṣṭādhyāyī, 1, 2 72]
grāmyapaśusaṅgheṣv ataruṇeṣu strī | [Aṣṭādhyāyī, 1, 2 73]
{Aṣṭādhyāyī, 1, 3}
bhūvādayo dhātavaḥ | [Aṣṭādhyāyī, 1, 3 1]
upadeśe 'janunāsika it | [Aṣṭādhyāyī, 1, 3 2]
halantyam | [Aṣṭādhyāyī, 1, 3 3]
na vibhaktau tusmāḥ | [Aṣṭādhyāyī, 1, 3 4]
ādir ñiṭuḍavaḥ | [Aṣṭādhyāyī, 1, 3 5]
ṣaḥ pratyayasya | [Aṣṭādhyāyī, 1, 3 6]
cuṭū | [Aṣṭādhyāyī, 1, 3 7]
laśakv ataddhite | [Aṣṭādhyāyī, 1, 3 8]
tasya lopaḥ | [Aṣṭādhyāyī, 1, 3 9]
yathāsaṅkhyam anudeśaḥ samānām | [Aṣṭādhyāyī, 1, 3 10]
svaritena adhikāraḥ | [Aṣṭādhyāyī, 1, 3 11]
anudāttaṅita ātmanepadam | [Aṣṭādhyāyī, 1, 3 12]
bhāvakarmaṇoḥ | [Aṣṭādhyāyī, 1, 3 13]
kartari karmavyatihāre | [Aṣṭādhyāyī, 1, 3 14]
na gatihiṃsārthebhyaḥ | [Aṣṭādhyāyī, 1, 3 15]
itaretarānyonyopapadāc ca | [Aṣṭādhyāyī, 1, 3 16]
ner viśaḥ | [Aṣṭādhyāyī, 1, 3 17]
parivyavebhyaḥ kriyaḥ | [Aṣṭādhyāyī, 1, 3 18]
viparābhyāṃ jeḥ | [Aṣṭādhyāyī, 1, 3 19]
āṅo do 'nāsyaviharaṇe | [Aṣṭādhyāyī, 1, 3 20]
krīḍo 'nusaṃparibhyaś ca | [Aṣṭādhyāyī, 1, 3 21]
samavapravibhyaḥ sthaḥ | [Aṣṭādhyāyī, 1, 3 22]
prakāśanastheyākhyayoś ca | [Aṣṭādhyāyī, 1, 3 23]
udo 'nūrdhvakarmaṇi | [Aṣṭādhyāyī, 1, 3 24]
upān mantrakaraṇe | [Aṣṭādhyāyī, 1, 3 25]
akarmakāc ca | [Aṣṭādhyāyī, 1, 3 26]
udvibhyāṃ tapaḥ | [Aṣṭādhyāyī, 1, 3 27]
āṅo yamahanaḥ | [Aṣṭādhyāyī, 1, 3 28]
samo gamyṛcchipracchisvaratyartiśruvidibhyaḥ | [Aṣṭādhyāyī, 1, 3 29]
nisamupavibhyo hvaḥ | [Aṣṭādhyāyī, 1, 3 30]
spardhāyām āṅaḥ | [Aṣṭādhyāyī, 1, 3 31]
gandhanāvakṣepaṇasevanasāhasikyapratiyatnaprakathanopayogeṣu kṛñaḥ | [Aṣṭādhyāyī, 1, 3 32]
adheḥ prasahane | [Aṣṭādhyāyī, 1, 3 33]
veḥ śabdakarmaṇaḥ | [Aṣṭādhyāyī, 1, 3 34]
akarmakāc ca | [Aṣṭādhyāyī, 1, 3 35]
sammānanotsañjanācāryakaraṇajñānabhṛtivigaṇanavyayeṣu niyaḥ | [Aṣṭādhyāyī, 1, 3 36]
kartṛsthe cāśarīre karmaṇi | [Aṣṭādhyāyī, 1, 3 37]
vṛttisargatāyaneṣu kramaḥ | [Aṣṭādhyāyī, 1, 3 38]
upaparābhyām | [Aṣṭādhyāyī, 1, 3 39]
